"ID","Nome","Indirizzo","Delivery","Prenotazione online","Tipo cucina","Prezzo","Descrizione","Latitudine","Longitudine"
"869","Bites","via Lambro 11, Milan, 20129, Italy","True","False","International","€€€","The cuisine at this tiny, simply furnished restaurant includes barbecued dishes and fermented ingredients, all of which feature on a tasting menu. Guests can also choose à la carte: the small portions (as the restaurant name suggests) make it possible to taste several dishes at a reasonable cost. Booking is essential in the evening and also advisable at lunchtime.","45.4743013","9.2095483"
"870","Il Fico trentacareghe","Località Fiascherino 7, Lerici, 19032, Italy","False","True","Seafood","€€","Situated on one of the region’s most beautiful coast roads, this restaurant with a charming garden of olive trees boasts stunning views of the sea which can be admired either from the dining room or, even better, from the summer terrace. The cuisine is equal to the setting, with a focus on fish and seafood dishes influenced by Ligurian traditions.","44.0657653","9.9235847"
"871","L'Uva e il Malto","via Mazzini 165, Grosseto, 58100, Italy","True","False","Seafood","€€","A talented couple run this modern, intimate restaurant with a wine-bar right in the town centre. Fish takes pride of place on the menu, with the catch of the day announced at your table, including delicious shellfish. The female owner oversees the extensive wine list, which features reasonably priced and mostly Tuscan labels.","42.758942","11.1139463"
"872","I Banchi","via Orfanotrofio 39, Ragusa, 97100, Italy","False","False","Sicilian","€€","Housed in a palazzo full of history – the building was a synagogue before the 1693 earthquake and has retained its ritual bath in its charming room of mirrors – this restaurant bears the imprint of renowned chef Ciccio Sultano, holder of two Michelin stars at the nearby Duomo restaurant. The cuisine is eclectic yet with a Sicilian focus, plus the wine list is complemented by a choice of interesting cocktails.","36.926517","14.7454195"
"873","Maso Burba","via Pietro Bernardelli 32, località Piano, Commezzadura, 38020, Italy","False","True","Country cooking","€€","Having spent time working in top-quality restaurants, Gianpaolo Burba – alongside his partner Paola who works front of house – has returned home to the family restaurant in a small village in the Val di Sole region. Here, he makes the most of his experience and skills acquired elsewhere to showcase the best of the region’s ingredients in his beautifully presented dishes (although fish does make a rare appearance on the menu). The dining rooms, including a covered veranda, are bright, elegant and typically regional in style.","46.3208346","10.823971"
"874","Le Rune","salita inferiore Sant'Anna 13r, Genoa, 16125, Italy","False","False","Ligurian","€€","Various small dining rooms, including one directly above the kitchen, create a simple yet welcoming ambience at this restaurant. The food is regional and seasonal, with a focus on fish and seafood. Specialities include “brandacujun” stockfish; burrata panna cotta with baby spinach, porcini mushrooms and toasted pine nuts; squid stuffed with prawns and courgettes in an aioli sauce; and corn linguine with fresh tuna, red onions and olives on a pepper sauce.","44.4117095","8.9348816"
"875","Osteria la Fontanina","portichetti Fontanelle Santo Stefano 3, Verona, 37129, Italy","False","True","Classic Cuisine","€€","Situated just a stone’s throw from the Roman Theatre and Ponte Pietra, Osteria La Fontanina is one of Verona’s oldest restaurants with a history that dates back over 200 years. The restaurant has a “bohemian” feel, with old mirrors, prints, silverware and plants that combine well with the subdued lighting (even at lunchtime) and just about enough space for the small tables. The cuisine showcases Italian and regional flavours, while the impressive wine list focuses on red wine vintages from the Verona region.","45.4492275","11.0006288"
"876","La Taverna del Leone","via Laurito 43, Positano, 84017, Italy","False","True","Classic Cuisine","€€","Situated three kilometres east of Positano, this family-run restaurant has been in business for almost 60 years and is one of the most popular in the region – and for good reason. The classic-style dining room with a striking open-view kitchen adorned with local blue-and-white ceramics provides the setting for meat and fish dishes (mainly local) prepared from top-quality ingredients with the occasional personal touch.","40.6248114","14.5076383"
"877","Controcorrente","via Colombo 101, Noli, 17026, Italy","True","True","Modern Cuisine","€€","In this minimalist restaurant, situated below the medieval San Giovanni tower in the picturesque pedestrianised historic centre of Noli, the owner-chef serves contemporary cuisine that echoes the dining room’s modern decor. The menu features meat and fish dishes alike, all prepared from almost exclusively Ligurian ingredients, including delicious purple Sanremo prawn tartare with celery mayonnaise, lemon cream and plankton chips, as well as lamb cooked in its own juices with Albenga artichokes.","44.205749","8.4134555"
"878","Li Lioni","SS 131 km 244,400 - regione Li Lioni, Porto Torres, 07046, Italy","True","False","Sardinian","€€","The highlights of this restaurant just outside the tourist centre of Porto Torres are its informal atmosphere, spacious garden and traditional cuisine. The frattaubread is well worth sampling (also available in a vegan version), as is the legendary porceddu(suckling pig), which must be ordered when you book. When choosing wine, we recommend the well-structured and intense house red.","40.80912","8.43872"
"879","Taverna La Cialoma","piazza Regina Margherita 23, Marzamemi, 96018, Italy","False","False","Seafood","€€","This restaurant housed in Marzamemi’s old tuna fishery boasts an outdoor terrace with tables overlooking one of the most picturesque squares in Sicily, as well as an indoor dining room and another terrace to the rear facing the sea. Wherever you choose to sit, you’ll find authentic Sicilian cuisine on the menu, with just a few simply prepared dishes in which the full flavours of fresh fish shine through.","36.7420586","15.1197108"
"880","La Sosta di Ottone III","Località Chiesanuova 39, Levanto, 19015, Italy","True","False","Ligurian","€€€","Ask for directions to this restaurant when you make your booking, as you’ll need to leave your vehicle in a private car park at the entrance to the village and then make your way uphill on foot. Situated in one of Liguria’s most typical and picturesque inland villages with views of the sea in the distance, the restaurant offers outdoor dining under a wisteria in fine weather. The menu features a small choice of regional dishes, with the same focus on Liguria evident on the wine list.","44.17155","9.64716"
"881","Le Baccanti","via Puccini 5, Nola, 80035, Italy","False","False","Campanian","€€","Simple premises with two large windows overlooking its kitchens. It serves imaginative dishes where tradition and creativity become one. Informal service.","40.9313683","14.5251246"
"882","Oberlechner","località Velloi 7, Algund, 39022, Italy","True","True","Regional Cuisine","€€","From Merano you climb to an altitude of 1 000m to this restaurant, which boasts breathtaking views of the town and surrounding mountains. The menu here focuses mainly on local ingredients which are carefully prepared without too many creative twists, resulting in delicious and generous dishes such as braised beef with a Lagrein sauce (accompanied by rice and vegetables). All the attractive guestrooms have a balcony and the same stunning view.","46.69601","11.117554"
"883","Osteria della Chiocciola","via Fossano 1, Cuneo, 12100, Italy","False","True","Piedmontese","€","Situated in the historic centre just a stone’s throw from the elegant Via Roma, this restaurant is decorated with paintings by renowned modern artists such as Pignatelli, Andy Warhol, and Valerio Berruti. The ground floor is home to a colourful wine bar, while the first-floor restaurant serves traditional cuisine made from local ingredients with a natural focus on Piedmont. There is also a fish alternative for non-meat-eaters.","44.3938765","7.5509969"
"884","Menarosti","via del Toro 12, Trieste, 34125, Italy","True","True","Seafood","€€","Dating back to 1903, this historic restaurant has a warm, welcoming feel. Excellent fish and seafood prepared using top - quality ingredients, where simple preparation allows the flavours to shine through.","45.6508","13.7790259"
"885","Al Bagatto","via Cadorna 7, Trieste, 34124, Italy","False","False","Seafood","€€€","A small, elegant restaurant in the city centre decorated in warm colours. Two private rooms (one very intimate, just for two people, the other slightly larger) are also available. Fish - based cuisine with a modern touch.","45.6485947","13.7652132"
"886","Portanova","via Cesare Battisti 67, Urbino, 61029, Italy","True","True","Cuisine from the Marches","€€","A new restaurant in Urbino’s beautiful old town, where the designer-style decor blends harmoniously with the historic architecture. The modern, contemporary-style cuisine finds inspiration in ingredients from the Marche, as well as featuring flavours and traditions from other regions of Italy such as Sardinia, Campania and Lazio.","43.7275489","12.6373808"
"887","Contrasto","via Roma 55, Cercemaggiore, 86012, Italy","False","True","Modern Cuisine","€€","Having returned to his native village, owner-chef Lucio Testa has opened this restaurant in a former sheepfold on the outskirts of the village perched at an altitude of 937m. The restaurant boasts a perfectly preserved stone façade, various small rooms arranged on different levels, exposed beams and contemporary-style lamps which give the dining room a modern feel. The creative cuisine features reinterpretations of traditional recipes from the Molise, which combine local and seasonal ingredients (including produce from the restaurant’s own kitchen garden) with culinary techniques such as sauces, seasonings and emulsions acquired by the chef from his time working in France. Moulard duck is a favourite ingredient, while various tasting menus and an à la carte showcase the region.","41.4592138","14.7200502"
"888","Bolle","via Provinciale 30, Lallio, 24040, Italy","True","False","Italian Contemporary","€€€","We are in the Agnelli showroom, a well-known manufacturer of cookware for professional kitchens. The modern shop is located on the ground floor, while the first floor hosts the restaurant with its elegant tables in a refined minimalist and contemporary environment. On the menu, dishes with an impressive balance of ingredients, including occasionally exotic choices.","45.65983","9.62902"
"889","Futura","piazza San Giustino 7, Chieti, 66100, Italy","False","True","Contemporary","€€","Situated in the heart of the historic centre overlooking the monumental Piazza San Giustino, this restaurant has a traditional feel in keeping with its location, enhanced by typical brick walls in dining rooms arranged on two floors. In contrast, the predominantly meat-based cuisine is contemporary in style, with some interesting technical and creative twists.","42.35107","14.1673768"
"890","Blaue Traube","strada Vecchia 44, Algund, 39022, Italy","False","False","Modern Cuisine","€€€€","This extremely old restaurant (its name is said to have existed as early as the mid 17C) has been given a new lease of life in 2019 by its young chef Christoph Huber, who puts to good use the many experiences gained over the years in different restaurants, including Michelin-starred addresses. His dishes pay tribute to Southern Tyrolean recipes and ingredients with an added contemporary twist.","46.6831586","11.1228848"
"891","Saur","via Filippo Turati 8, Barco, 25034, Italy","False","False","Italian Contemporary","€€","In a tiny rural village, this contemporary, almost minimalist-style restaurant serves modern cuisine with an emphasis on seasonal, regional produce.","45.3794034","9.9010106"
"892","Valli di Lanzo","via Roma 11, Céres, 10070, Italy","False","True","Piedmontese","€€","The sign outside this restaurant in the centre of the typical village of Céres bears the words “Ristourànt Valàdess at Lanss con Oubèrgi”. Enjoy regional cuisine with a personalised twist, with local products from the valley featuring in many of the specialities served here, all accompanied by a good selection of regional, Italian and international wines. Outdoor dining area available in summer.","45.3146596","7.3882607"
"893","Cuoco di Bordo","lungomare Dante Alighieri 94, Senigallia, 60019, Italy","False","False","Seafood","€€","An attractively furnished restaurant on the seafront with a small dining room and a veranda offering partial views of the sea. Fish takes pride of place on the menu, which focuses on raw fish dishes and classic recipes. The wine list is excellent, especially the whites (although the reds also include some impressive options) with many different vintages of the same wine available.","43.709146","13.2336576"
"894","Le Colonne","via Benefattori 7, Santa Maria Maggiore, 28857, Italy","True","True","Country cooking","€€","In the small historic center of town, a couple with comprehensive management experience operates this well maintained, modest restaurant offering eclectic cuisine.","46.1350178","8.4676249"
"895","Nives","via Nives 4, Selva di Val Gardena, 39048, Italy","False","False","Modern Cuisine","€€","Housed within the Boutique Hotel Nives, this contemporary, Alpine-style restaurant focuses on specialities from the Alto Adige (with the addition of a couple of fish dishes that nearly always feature on the menu), as well as large cuts of meat for sharing, served on a hot stone. An interesting wine list completes the picture.","46.5561093","11.7569582"
"896","Ratanà","via G. de Castillia 28, Milan, 20124, Italy","False","True","Italian","€€","This lively, dynamic restaurant is in a converted building that once housed a cinema and later belonged to the railways. Top quality ingredients take pride of place here, while the pleasant outdoor area overlooking a small park is an added attraction.","45.4857472","9.1930965"
"897","Soho","via al Ponte Calvi 20 r, Genoa, 16124, Italy","False","False","Seafood","€€","Situated in the heart of the historic centre just a stone’s throw from the aquarium, this designer-style restaurant has retained some of the palazzo’s historic features. Specialities here range from raw fish dishes to baby squid in a Genovese pesto sauce and slow-cooked octopus tentacles served with mashed potatoes.","44.41187","8.928815"
"898","Al Dragone","via Duomo 8, Vieste, 71019, Italy","True","False","Apulian","€€","Occupying a natural cave, this typical restaurant serves traditional regional dishes prepared with care and imagination. House specialities include scampi in an almond crust.","41.8817611","16.1810822"
"899","Scrigno del Duomo","piazza Duomo 29, Trento, 38122, Italy","True","True","Modern Cuisine","€€","This restaurant boasts a stunning setting that includes Roman foundations, 15C frescoes and 19C furnishings. Choose between two types of cuisine: traditional ham, salami and regional dishes in the Wine Bar, or more sophisticated, inventive fare in the old cellar.","46.0674352","11.1209763"
"900","L'Osteria dell'Orologio","via di Torre Clementina 114, Fiumicino, 00054, Italy","True","True","Seafood","€€€","Chef Marco Claroni brings style and finesse to this excellent restaurant which offers a good selection of fish dishes with an emphasis on carefully chosen local fish, including the occasional rare variety. The menu features raw dishes, classic marinated options (some with an Asian influence), cured fish and seafood and the restaurant’s own home-made bottarga (cured fish roe).","41.7714217","12.2303655"
"901","Di Martino Sea Front Pasta Bar","piazza Municipio 1, Naples, 80133, Italy","True","True","Italian","€€","Situated opposite the Maschio Angioino (Castel Nuovo) in Naples, this restaurant was opened by a pasta producer from nearby Gragnano, making it the perfect choice for pasta-lovers. Sit at a sushi-style counter watching the chefs at work and choose from a menu that is dedicated almost entirely to pasta dishes (as well as desserts), most of which are based on traditional recipes. When ordered individually, the dishes are generously portioned; however, for a more complete overview, opt for the tasting menu which includes more courses but smaller quantities.","40.8396564","14.2517377"
"902","Li Jalantuùmene","piazza de Galganis 9, Monte Sant'Angelo, 71037, Italy","False","False","Apulian","€€€","This rustic restaurant is faithful to the culinary traditions of the area, with an added spirit of discovery. It is located in a charming square. Pleasant outdoor area for summertime.","41.7071157","15.955461"
"903","Osteria Vecchia Noce","Località Noce 39, Vicopisano, 56010, Italy","False","True","Tuscan","€€","This former 18C mill, located in the centre of a tiny medieval district on the outskirts of Uliveto Terme, boasts a warm, elegant ambience full of character. Expertly run by the same family for the past 35 years, it serves honest, traditional cuisine with a focus on regional recipes and an equal balance of meat and fish.","43.6907213","10.5333892"
"904","Bel Ami","via Roma 86, Maglie, 73024, Italy","False","False","Seafood","€€","A 19C palazzo renovated in modern style in its guestrooms and restaurant alike. The menu features fish and seafood, including raw dishes, and champagnes.","40.1234831","18.2971156"
"905","LPV Ristorante & Bistrot","riva degli Schiavoni, sestiere Castello 4171, Venice, 30122, Italy","False","True","Classic Cuisine","€€€","Following the hotel’s rebranding, this restaurant has also recently changed name and chef and now offers bistro-style dishes at lunchtime and more elaborate, refined cuisine in the evening. Choose from three tasting menus: Acqua (an equal balance of fish and seafood); Terra(meat dishes) and Aria (vegetarian options).","45.4340132","12.3436845"
"906","Alpenrose","via delle Sette Chiese 1, loc. Pinzago, Brixen, 39042, Italy","True","True","Regional Cuisine","€€","Situated in a panoramic location a few kilometres outside Bressanone, this simple yet modern restaurant serves regional, classically prepared cuisine with an equally simple, contemporary feel plus a few dishes with the occasional Mediterranean influence. There are also elegant apartments available, plus a wellness space, for anyone wishing to extend their stay.","46.706382","11.6390082"
"907","Il Molo","via Falcone Borsellino 2, San Leone, 92100, Italy","False","False","Sicilian","€€","Situated on the seafront facing the small tourist harbour of San Leone, this elegant restaurant boasts an attractive summer terrace with a relaxed ambience. Here you can savour a selection of regional fish and meat dishes prepared by the owner-chef with ingredients of the highest quality.","37.2631586","13.5788859"
"908","Vecchia Sorni","piazza Assunta 40, Sorni, 38015, Italy","True","True","Regional Cuisine","€€","Situated in the northern wine-producing area of Trento, this trattoria is a real highlight, thanks to its delicious, beautifully presented cuisine which is always full of flavour. The menu includes regional dishes as well as more modern specialities (plus a few fish-based options) which can be enjoyed either in the typical dining room or out on the veranda (also open in winter) with its stunning views of the Adige valley.","46.1722192","11.1235507"
"909","Alessandro Mecca al Castello di Grinzane Cavour","via Castello 5, Grinzane Cavour, 12060, Italy","False","True","Modern Cuisine","€€€","There’s no shortage of classic Piedmontese ingredients (such as anchovies, peppers and veal) on the menu at this restaurant, where traditional recipes are reinterpreted with a personalised and contemporary touch. Dishes from outside the region, including various fish-based options, also feature, while the restaurant aims to avoid food waste by using every single part of its ingredients where possible. The location in a splendid castle with 11C origins, once the home of Camillo Benso, count of Cavour, adds to the appeal.","44.6533268","7.9953423"
"910","Albergaccio di Castellina","via Fiorentina 63, Castellina in Chianti, 53011, Italy","True","True","Tuscan","€€","This rustic but stylish establishment is in wood and stone. Find Tuscan cuisine that leans towards imaginative dishes, without betraying regional flavours and produce.","43.47298","11.27994"
"911","La Capuccina","via Novara 19/b, località Capuccina, Cureggio, 28060, Italy","False","True","Piedmontese","€€","A 16C farmhouse right out in the countryside, with its own working farm complete with livestock, vegetable gardens and vineyards. The enthusiastic family at the helm serve dishes made from their own produce alongside other top-quality, locally sourced ingredients.","45.6735288","8.4622472"
"912","La Corte","via Roma 24, Follina, 31051, Italy","False","True","Modern Cuisine","€€€","Nel lussuoso hotel Villa Abbazia, gli ambienti sontuosi impreziositi da camino, affreschi e decorazioni d'epoca, e l'altrettanto elegante servizio all'aperto per la bella stagione sono la cornice ideale per la cucina di Giuseppe Francica, giovane cuoco quasi allevato in casa. Declinata in menù vegetariano o degustazione scomponibili anche in piatti alla carta, la proposta dello chef è fresca, colorata, con erbe e verdure dall'orto di proprietà e materie prime provenienti da fidati produttori per lo più locali. Ottima scelta enoica con particolare passione per il Riesling. Il risultato è un'esperienza serale a tutto tondo, completata dal bistrot per una sosta più informale a pranzo.","45.9525845","12.1180814"
"913","Cucina","Via Giano della Bella 3r, Florence, 50124, Italy","False","True","Tuscan","€€","At this restaurant, local ingredients (mainly from the market) take pride of place on the daily menu which changes in accordance with whatever produce is available at the time. The rustic-style dishes are full of intense flavours, with meat and vegetables often cooked in the wood-fired oven. The pleasantly informal dining room with its many cookery books dotted here and there was designed by the owner-architects themselves.","43.7648074","11.2401345"
"914","Casamare","corso Giuseppe Garibaldi 214, Salerno, 84121, Italy","True","True","Seafood","€€€","Elegant and refined, this top-quality restaurant is the perfect choice for special occasions. Vietri ceramics, an open-view kitchen, fish on display and a successful mix of traditional and modern decor all combine to create an atmospheric setting in the dining room. As the restaurant’s name suggests, this is a good option for anyone who enjoys delicious classic fish and seafood dishes (mostly from Campania).","40.676859","14.7640743"
"915","Koinè","vicolo Filippo Corridoni 2/c, Legnano, 20025, Italy","False","False","Contemporary","€€€","Whether you dine in the modern dining room at this centrally located palazzo or in the small courtyard in fine weather, Alberto Buratti offers a choice of tasting menus (including the vegetarian “1MQ d’orto”), alongside a concise à la carte. His cuisine includes a combination of local dishes (from classic risottos to breaded veal) and more creative fare.","45.5931637","8.9194081"
"916","Dina","via Santa Croce 1, Gussago, 25064, Italy","False","False","Contemporary","€€€","As is so often the case with the beautiful things in life, Dina showcases the culinary passion of owner-chef Alberto Gipponi who puts all his energy into preparing creative dishes and searching out elegant, vintage-style furnishings (mostly from the 1950s) which give Dina its delightfully unique atmosphere. The chef’s two tasting menus (one short, the second longer) take his guests on intimate journeys through Japanese cuisine, while highlighting the techniques and extraordinary ideas that define his personal style. These occasionally go hand-in-hand with regional recipes, such as in the delicious casoncelli pasta with Grana Padano cream (a speciality which calls for an encore!), and sometimes take the form of unusual dishes with the occasional hint of French influence. The chef’s main aim, in all cases, is to entertain his guests and in this he certainly succeeds!","45.5838633","10.1562101"
"917","Sogno","via Porto San Felice 41, San Felice del Benaco, 25010, Italy","False","True","Modern Cuisine","€€€","This aptly named restaurant (“sogno” is the Italian for dream) really is a dream come true, especially in summer when you can dine on the romantic lakeside terrace. The delicious Mediterranean-style cuisine will more than satisfy your tastebuds, while there’s also the option of staying in the hotel of the same name. Private mooring available.","45.58019","10.55525"
"918","Trattoria al Pompiere","vicolo Regina d'Ungheria 5, Verona, 37121, Italy","True","True","Venetian","€€","This trattoria opposite Juliet’s house (open to the public; admission fee payable) in Verona’s historic centre boasts wood panelling, period photos and tables set close together and adorned with checked tablecloths. The menu features mainly regional cuisine, with plenty of pasta and meat dishes, plus an excellent selection of Italian salumi and cheeses, all accompanied by a good selection of wines.","45.4419173","10.9979256"
"919","Villa De Winckels","via Sorio 30, località Marcemigo, Tregnago, 37039, Italy","True","True","Venetian","€€","This 16C villa, a period residence with many intimate dining rooms, boasts a picture-postcard setting. The cuisine is typical of the Veneto region, with dishes such as home-made pasta (with or without stuffing) and home-produced charcuterie on the menu. Named after General De Winckels who once lived here, the Cantina del Generale offers a wide selection of the best vintages which include local wines and labels from further field, with a focus on Amarone wines.","45.520783","11.1535074"
"920","Beccaccino","via Boschetto 49, Sorico, 22010, Italy","False","True","Mediterranean Cuisine","€€","Situated within a nature reserve, this recently renovated restaurant makes the most of its natural materials and bright, airy feel. The menu focuses on fish dishes made from freshwater and saltwater fish alike.","46.167914","9.3935389"
"921","Antico Albergo","via Dante Alighieri 18, Limito, 20096, Italy","False","True","Italian","€€","With its exposed bricks and beams, this restaurant housed in an 18C building has a historic feel. Delightful wisteria-shaded summer terrace, plus a menu featuring fish dishes and more creative options alongside traditional specialities from Lombardy.","45.482127","9.3298984"
"922","Dodici Fontane","contrada Arrigo, Linguaglossa, 95015, Italy","False","True","Modern Cuisine","€€€€","The scenery that you drive through to get to this restaurant on the slopes of Mt Etna is as breathtaking and impressive as the charming luxury Villa Neri hotel in which it is housed. In the modern dining room, the chef serves personalised cuisine with a focus on Sicilian ingredients, resulting in occasionally complex dishes (meat and fish) which are showcased on his tasting menus. Guests can also choose dishes à la carte style, while the wine list includes an excellent and highly recommended selection of local Etna labels, including the property’s own wine (they also produce their own extra-virgin olive oil).","37.827248","15.126535"
"923","Tana de 'l Ors","via Roma 28, Forno di Zoldo, 32012, Italy","False","False","Modern Cuisine","€€","A favourite with food-lovers, this restaurant serves lighter meals at lunchtime which are nonetheless carefully and imaginatively prepared (don’t miss the orsoburger!). In the evening, the best daily ingredients are prepared with a lightly modern touch – meat is the undisputed start of the show, although a few fish dishes also feature. One-room and two-room apartments are also available.","46.3461088","12.1785249"
"924","Terrazza Danieli","riva degli Schiavoni, sestiere Castello 4196, Venice, 30122, Italy","False","False","Mediterranean Cuisine","€€€€","Mirrors and fabrics add to the luxurious atmosphere in the dining room at this restaurant, but it is the outdoor terrace (open between May and October) with its 180° views of the lagoon and islands that is its crowning glory. The menu changes regularly in line with the seasons, and features fresh, local ingredients with the occasional hint of exotic spices as is only fitting for Venice!","45.433869","12.3420972"
"925","Il Ridotto","campo S.S. Filippo e Giacomo, sestiere Castello 4509, Venice, 30122, Italy","False","True","Creative","€€€","Both father and son are in the kitchen at this simple yet elegant small restaurant, serving up imaginative dishes that focus not only on local recipes and ingredients but also on gastronomic influences from the whole of Italy.","45.4351501","12.3416761"
"926","Camana Veglia","via Ostaria 583, Livigno, 23041, Italy","False","True","Modern Cuisine","€€€","Typical wood interiors and attention to detail, in a typical establishment with recently renovated """"themed"""" bedrooms; Valtellino cuisine.","46.546807","10.1390814"
"927","La Cucina di Donna Carmela","contrada Grotte 7, località Carruba di Riposto, Riposto, 95018, Italy","True","False","Sicilian","€€€","Enjoy Sicilian specialities and the best produce from the hotel’s orchards and vegetable garden. Dine in a welcoming dining room or on the attractive outdoor terrace in the shade of the palm trees. All dishes are presented with contemporary - style.","37.676624","15.179596"
"928","Trattoria della Posta","Località Sant'Anna 87, Monforte d'Alba, 12065, Italy","True","False","Piedmontese","€€","Standing in open countryside, this country restaurant is decorated with elegant and romantic touches, such as silverware and candles. The menu features regional cuisine, including an excellent selection of the best local cheeses. Friendly welcome and experienced service.","44.5744898","7.9886563"
"929","Il Calandrino","via Liguria 1, loc. Sarmeola, Rubano, 35030, Italy","False","True","Contemporary","€€€","Situated next to the three-Michelin-starred Le Calandre (and run by the same family), Il Calandrino is an elegant and eclectic restaurant which includes a bar-cum-pasticceria that is well worth visiting at any time of day. The cuisine here ranges from creative dishes such as hare cappuccino in red wine to classic house favourites such as Erminio’s legendary tartare and the pazientina cake with zabaione.","45.4216067","11.8095767"
"930","Coppola Rossa","via Maddalena 28, Manfredonia, 71043, Italy","True","True","Seafood","€€","Situated in the historic centre not far from the sea, this typical family - run restaurant specialises in fish and seafood. There is an antipasto buffet and a good choice of fish, as well as an open - view grill used in winter for cooking meat dishes.","41.6267253","15.9154397"
"931","Da Manuela","frazione Capraglia, Isola Sant'Antonio, 15050, Italy","False","False","Country cooking","€€","Specialities from Lower Piedmont and the Lomellina region are accompanied by a few freshwater fish dishes and traditional frogs’ legs on the menu at this restaurant, which also offers a fine array of delicious cheeses. The wine selection is also excellent.","45.0352935","8.8253002"
"932","Hostaria alla Tavernetta","via Artico di Prampero 2, Udine, 33100, Italy","False","True","Regional Cuisine","€€","This fine restaurant immediately puts you at your ease thanks to a very jovial and friendly atmosphere. The lit fireplace, wood furniture with stylish linen runners and background music make for an excellent break. In addition to traditional courses such as cjarsons or the typical frico, there are more seasonal and Mediterranean fish dishes. Vegan menu available.","46.0617002","13.2372018"
"933","Trattoria 'petito","via Corridoni 14, Forlì, 47121, Italy","False","True","Cuisine from Romagna","€€","Located on the outskirts of Forlì’s charming historic centre, this simple, modern yet attractive restaurant serves eclectic and varied cuisine. More traditional fare on offer includes an excellent selection of hams and grilled meats, as well as delicious tagliatelle al ragù, while the menu also features a few more creative options including a few fish dishes.","44.2179267","12.0461155"
"934","Federico II","via Duomo 30, Termoli, 86039, Italy","True","True","Seafood","€€","A quiet restaurant right in the historic centre, just a stone’s throw from the cathedral. The young owner prepares creative dishes from the fresh fish and seafood that he purchases on a daily basis.","42.0043381","14.9973442"
"935","La Braja","via San Giovanni Bosco 11, Montemagno, 14030, Italy","True","False","Piedmontese","€€€","A traditional Piedmontese restaurant, where owner Giuseppe Palermino welcomes guests to his elegant dining room with his consummate style. The specialities here have a regional focus with the occasional influence from further afield. The “tajarin al ristretto di coniglio” (shredded rabbit pasta) and the superb cheese trolley are particularly recommended.","44.981582","8.3208927"
"936","Patauner","via Bolzano 6, Settequerce, 39018, Italy","True","False","Regional Cuisine","€€","Despite its simple appearance, this restaurant on the side of the road dates from the 17C and has been run by the same family for the past century. Today, the third and fourth generations work side by side in the kitchen, preparing dishes with a strong regional flavour. Highlights include the white Terlano asparagus in season and offal dishes throughout the year.","46.5112328","11.2740597"
"937","Da Nilo","piazza Garibaldi 31, Cetona, 53040, Italy","False","True","Tuscan","€€","Overlooking the picturesque main square of Cetona, which can be admired from the outdoor tables, this restaurant has a classic ambience. Typical Tuscan cuisine with an emphasis on meat dishes.","42.9645008","11.9004364"
"938","Quartopiano","via Chiabrera 34/c, Rimini, 47924, Italy","True","False","Creative","€€","Perhaps because of its out - of - the - way location in a business district where you would never normally expect to find a restaurant, this restaurant has made every effort to become one of the best in the region, aided by its skilful and gifted chef. Creative cuisine accompanied by an excellent wine list, with a panoramic roof garden for summer dining.","44.04775","12.59455"
"939","Ristorante Da Anita - Chalet Prà delle Nasse","via Cavallazza 24, località Prà delle Nasse, San Martino di Castrozza, 38054, Italy","False","True","Regional Cuisine","€€","This family-run restaurant is surrounded by views of the Dolomites that are particularly impressive from the outdoor terrace in summer. A historic culinary stalwart among San Martino di Castrozza restaurants, Prà delle Nasse focuses on regional mountain cuisine, although a few more personalised dishes also feature on the menu. The desserts include the grandmother’s traditional tarts alongside more contemporary options.","46.2631715","11.79799"
"940","Da Politano","via Santuario 125, Boves, 12012, Italy","True","True","Country cooking","€€","At the kitchen in this restaurant, father-and-son team Claudio and Luca (the latter with experience in numerous renowned restaurants) reinterpret local traditions in their enticing, generous and contemporary-style dishes (fish also features on the menu). The result is top-quality cuisine, which is served by Luca’s friendly and enthusiastic mother Ivana.","44.3328613","7.5238243"
"941","Antica Osteria del Ponte","piazza Gaetano Negri 9, Cassinetta di Lugagnano, 20081, Italy","False","True","Italian Contemporary","€€€","This renowned restaurant in Lombardy has made its mark on the history of Italian cuisine and now has a new young couple at the helm and a new classic-contemporary menu. There’s also an interesting and reasonably priced three-dish menu at lunchtime, as well as the option of ordering an informal gastronomic picnic box. The beautiful natural setting of Cassinetta di Lugagnano and its canal completes the picture.","45.4259722","8.9098057"
"942","Scaraboci","via XX Settembre 27, Marciana Marina, 57033, Italy","False","False","Creative","€€","Located just a few metres from the enchanting seafront at Marciana, this restaurant is one of the island’s gastronomic gems, offering a menu that features interesting combinations of beautifully presented meat and especially fish dishes There’s also a private terrace for romantic dining in summer (book well in advance) and although wines are not available by the glass, choosing a top-quality half-bottle is always an option.","42.80472","10.19958"
"943","Cacciani","via Diaz 15, Frascati, 00044, Italy","True","True","Cuisine from Lazio","€€","One of the most famous restaurants in the Castelli Romani region in 2022 celebrated 100 years of life under the management of the same family: the Cacciani. Authentic and excellent regional cuisine, served in a welcoming dining room, with the open - view kitchen on one side and a panoramic terrace on the other.","41.8075835","12.6788993"
"944","La Terrazza","via Benaco 24, Torbole, 38069, Italy","False","True","Seafood","€€","A small indoor dining room and a veranda with a lake view and sliding windows which open completely in summer provide the setting for regionally inspired dishes and lake specialities at this restaurant.","45.8689645","10.8749638"
